# === Skript's variable storage ===
# Please do not modify this file manually!
#
# version: 2.6.4

item, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C75657300076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C75652082B376616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A747275652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F707572706C65222C2274657874223A22ED8FACEC85980A20202020227D2C7B226974616C6963223A66616C73652C22737472696B657468726F756768223A66616C73652C2274657874223A22EC958CEBA088EBA5B4EAB8B0227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000387086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000981FF0000000A2082B376616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A747275652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F707572706C65222C2274657874223A22ED8FACEC85980A20202020227D2C7B226974616C6963223A66616C73652C22737472696B657468726F756768223A66616C73652C2274657874223A22EC958CEBA088EBA5B4EAB8B0227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED9E982C20EBACB4EAB8B020EAB7B8EBA6ACEAB3A02E2E20EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
loc, location, 8605776F726C6480FF0000000181046E616D65208005776F726C64017809405DE000000000000179094057A00000000000017A09405D2000000000000570697463680800000000037961770800000000
mob::zombie, entitytype, 8206616D6F756E7403000000010464617461800A656E74697479646174618506706C7572616C40084B6C65656E65616E0546414C5345046261627940FF0000000407554E4B4E4F574E08636F64654E616D6520800673696D706C650E6D6174636865645061747465726E03000000570D696E666F2E636F64654E616D652080067A6F6D626965
novice, string, 800CC2A76C4E6F76696365C2A772
pathpoint, location, 8605776F726C6480FF0000000181046E616D65208005776F726C6401780940584000000000000179094050400000000000017A0940390000000000000570697463680800000000037961770800000000
perks::gold, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C75657300076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C75652082F076616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22EAB3A8EB939C28EC9DB4EBA6840A20202020EBAFB8ECA0952920227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A22677265656E222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A2237EAB3A8EB939C227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A226461726B5F67726179222C2274657874223A22EBA5BC0A20202020ED9A8DEB939DED95A9EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F0002696403000002DC086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000981FF0000000A2082F076616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22EAB3A8EB939C28EC9DB4EBA6840A20202020EBAFB8ECA0952920227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A22677265656E222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A2237EAB3A8EB939C227D2C7B226974616C6963223A66616C73652C22636F6C6F72223A226461726B5F67726179222C2274657874223A22EBA5BC0A20202020ED9A8DEB939DED95A9EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::nocritical, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800F6D696E6563726166743A73746F6E65076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520829776616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22ED81ACEBA6ACED8BB0ECBBAC0A20202020EAB3B5EAB2A9EC9D8420ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000001086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000B81FF0000000C20829776616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22ED81ACEBA6ACED8BB0ECBBAC0A20202020EAB3B5EAB2A9EC9D8420ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::nohelmet, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800F6D696E6563726166743A73746F6E65076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520829076616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22ED88ACEAB5ACEBA5BC0A20202020ECB0A9EC9AA9ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000001086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000B81FF0000000C20829076616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22ED88ACEAB5ACEBA5BC0A20202020ECB0A9EC9AA9ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::norecovery, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C756573800E4E6577426C6F636B56616C7565738209697344656661756C740F01046461746120800F6D696E6563726166743A73746F6E65076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520829176616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22EC9E90EC97B00A20202020ED9A8CEBB3B5EC9D8420ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000001086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000B81FF0000000C20829176616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B2274657874223A222D20227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F726564222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A2279656C6C6F77222C2274657874223A22EC9E90EC97B00A20202020ED9A8CEBB3B5EC9D8420ED95A020EC889820EC9786EC9D8C2E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A222DEBB680EAB08020EC84A4EBAA852D227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::potionallergy, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C75657300076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520821C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A747275652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F707572706C65222C2274657874223A22ED8FACEC8598227D2C7B226974616C6963223A66616C73652C22737472696B657468726F756768223A66616C73652C2274657874223A220A20202020EC958CEBA088EBA5B4EAB8B0227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22EC9DB4EC84B8EAB38420EC8BA0EC9DB420EB82B4EBA6B020ECA080ECA3BCEC9E85EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000387086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000981FF0000000A20821C76616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A747275652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F707572706C65222C2274657874223A22ED8FACEC8598227D2C7B226974616C6963223A66616C73652C22737472696B657468726F756768223A66616C73652C2274657874223A220A20202020EC958CEBA088EBA5B4EAB8B0227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22EC9DB4EC84B8EAB38420EC8BA0EC9DB420EB82B4EBA6B020ECA080ECA3BCEC9E85EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::potionfairy, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C75657300076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C75652082F976616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A747275652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A22676F6C64222C2274657874223A22ED8FACEC8598EBA78C0A20202020EBA8B9EB8A9420EC9A94ECA09520227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22636F6C6F72223A22677265656E222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F67726179222C2274657874223A22ED8FACEC85980A20202020EC84ADECB7A8EC8B9C20EBB0B0EAB3A0ED9494EB8F8420ED9A8CEBB3B5EB90A9EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED98B9EC8B9C20ED8FACEC8598EBA78C20EBA8B9EAB3A020EC82ACEC8B9CEB8298EC9A943F227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000454086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000981FF0000000A2082F976616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B22626F6C64223A747275652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A22676F6C64222C2274657874223A22ED8FACEC8598EBA78C0A20202020EBA8B9EB8A9420EC9A94ECA09520227D2C7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22636F6C6F72223A22677265656E222C2274657874223A225B315D227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B22626F6C64223A66616C73652C226974616C6963223A66616C73652C22756E6465726C696E6564223A66616C73652C22737472696B657468726F756768223A66616C73652C226F626675736361746564223A66616C73652C22636F6C6F72223A226461726B5F67726179222C2274657874223A22ED8FACEC85980A20202020EC84ADECB7A8EC8B9C20EBB0B0EAB3A0ED9494EB8F8420ED9A8CEBB3B5EB90A9EB8B88EB8BA42E227D5D2C2274657874223A22227D270A20202D20277B2274657874223A22227D270A20202D20277B226578747261223A5B7B2274657874223A22ED98B9EC8B9C20ED8FACEC8598EBA78C20EBA8B9EAB3A020EC82ACEC8B9CEB8298EC9A943F227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
perks::quickrecovery, itemtype, 8603616C6C0F00057479706573800941727261794C697374810676616C7565733080064F626A6563748001800B4E65774974656D44617461880B626C6F636B56616C75657300076973416C6961730F0005706C61696E0F00046D6574618022436F6E66696775726174696F6E53657269616C697A61626C655F4974656D4D657461810576616C756520819176616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B226974616C6963223A66616C73652C22636F6C6F72223A22726564222C2274657874223A22EB8F882C20EBAA85EC98882C20EC82ACEB9E9120EAB7B8EBA6ACEAB3A02E2E227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A096974656D466C61677303000000020A6973416E797468696E670F000269640300000414086974656D466F726D0F0006616D6F756E740300000001046974656D000A676C6F62616C4D65746180FF0000000981FF0000000A20819176616C75653A0A20203D3D3A204974656D4D6574610A20206D6574612D747970653A20554E53504543494649430A2020646973706C61792D6E616D653A20277B226578747261223A5B7B226974616C6963223A66616C73652C22636F6C6F72223A22726564222C2274657874223A22EB8F882C20EBAA85EC98882C20EC82ACEB9E9120EAB7B8EBA6ACEAB3A02E2E227D2C7B226974616C6963223A66616C73652C2274657874223A22227D5D2C2274657874223A22227D270A20206C6F72653A0A20202D20277B226578747261223A5B7B2274657874223A22EAB095ED959C20ED9A8CEBB3B5EBA0A52120EC9D8C2E227D5D2C2274657874223A22227D270A20204974656D466C6167733A0A20202D20484944455F454E4348414E54530A20202D20484944455F415454524942555445530A20202D20484944455F554E425245414B41424C450A20202D20484944455F44455354524F59530A20202D20484944455F504C414345445F4F4E0A20202D20484944455F504F54494F4E5F454646454354530A20202D20484944455F4459450A05626C6F636B00
